Statistic Label,Year,Hour of Day,UNIT,VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2005,All hours,Number,360,,,,,,,,,,,,,,,,,,,,Statistic Label,Fatal Collisions,,,,,Statistic Label,Fatal Collisions
Fatal Collisions,2015,8,Number,3,,,2020,8,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,9,Number,5,,,2021,6,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,10,Number,4,,,2022,2,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,11,Number,15,,,2023,6,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,12,Number,7,,,19,176,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,13,Number,6,,,2005,18,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,14,Number,10,,,2006,12,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,15,Number,5,,,2007,14,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,16,Number,9,,,2008,9,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,17,Number,10,,,2009,10,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,18,Number,5,,,2010,14,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,19,Number,7,,,2011,6,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,20,Number,3,,,2012,8,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,21,Number,12,,,2013,9,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,22,Number,9,,,2014,7,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2015,23,Number,4,,,2015,7,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,All hours,Number,174,,,2016,9,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,12 midnight,Number,4,,,2017,7,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,1,Number,9,,,2018,7,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,2,Number,6,,,2019,8,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,3,Number,3,,,2020,7,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,4,Number,6,,,2021,3,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,5,Number,4,,,2022,9,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,6,Number,3,,,2023,12,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,7,Number,6,,,20,172,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,8,Number,5,,,2005,19,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,9,Number,5,,,2006,13,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,10,Number,10,,,2007,20,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,11,Number,6,,,2008,18,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,12,Number,7,,,2009,6,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,13,Number,9,,,2010,7,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,14,Number,4,,,2011,10,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,15,Number,10,,,2012,4,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,16,Number,18,,,2013,8,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,17,Number,8,,,2014,12,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,18,Number,8,,,2015,3,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,19,Number,9,,,2016,8,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,20,Number,8,,,2017,7,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,21,Number,7,,,2018,4,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,22,Number,9,,,2019,6,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2016,23,Number,10,,,2020,6,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,All hours,Number,141,,,2021,9,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,12 midnight,Number,5,,,2022,2,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,1,Number,7,,,2023,10,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,2,Number,3,,,Grand Total,2406,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,3,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,4,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,5,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,6,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,7,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,8,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,9,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,10,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,11,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,12,Number,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,13,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,14,Number,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,15,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,16,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,17,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,18,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,19,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,20,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,21,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,22,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2017,23,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,All hours,Number,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,12 midnight,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,1,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,2,Number,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,3,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,4,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,5,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,6,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,7,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,8,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,9,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,10,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,11,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,12,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,13,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,14,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,15,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,16,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,17,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,18,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,19,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,20,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,21,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,22,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2018,23,Number,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,All hours,Number,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,12 midnight,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,1,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,2,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,3,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,4,Number,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,5,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,6,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,7,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,8,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,9,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,10,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,11,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,12,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,13,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,14,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,15,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,16,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,17,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,18,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,19,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,20,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,21,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,22,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2019,23,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,All hours,Number,136,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,12 midnight,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,1,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,2,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,3,Number,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,4,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,5,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,6,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,7,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,8,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,9,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,10,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,11,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,12,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,13,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,14,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,15,Number,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,16,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,17,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,18,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,19,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,20,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,21,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,22,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2020,23,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,All hours,Number,124,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,12 midnight,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,1,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,2,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,3,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,4,Number,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,5,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,6,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,7,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,8,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,9,Number,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,10,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,11,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,12,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,13,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,14,Number,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,15,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,16,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,17,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,18,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,19,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,20,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,21,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,22,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2021,23,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,All hours,Number,147,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,12 midnight,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,1,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,2,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,3,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,4,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,5,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,6,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,7,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,8,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,9,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,10,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,11,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,12,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,13,Number,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,14,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,15,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,16,Number,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,17,Number,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,18,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,19,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,20,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,21,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,22,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2022,23,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,All hours,Number,171,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,12 midnight,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,1,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,2,Number,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,3,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,4,Number,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,5,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,6,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,7,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,8,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,9,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,10,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,11,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,12,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,13,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,14,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,15,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,16,Number,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,17,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,18,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,19,Number,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,20,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,21,Number,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,22,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2023,23,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,All hours,Number,6173,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,12 midnight,Number,356,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,1,Number,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,2,Number,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,3,Number,122,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,4,Number,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,5,Number,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,6,Number,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,7,Number,205,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,8,Number,334,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,9,Number,248,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,10,Number,240,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,11,Number,282,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,12,Number,278,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,13,Number,347,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,14,Number,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,15,Number,371,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,16,Number,415,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,17,Number,455,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,18,Number,421,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,19,Number,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,20,Number,298,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,21,Number,273,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,22,Number,187,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2005,23,Number,148,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,All hours,Number,5696,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,12 midnight,Number,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,1,Number,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,2,Number,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,3,Number,105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,4,Number,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,5,Number,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,6,Number,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,7,Number,189,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,8,Number,316,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,9,Number,285,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,10,Number,228,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,11,Number,251,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,12,Number,269,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,13,Number,313,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,14,Number,327,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,15,Number,360,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,16,Number,357,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,17,Number,501,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,18,Number,388,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,19,Number,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,20,Number,269,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,21,Number,218,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,22,Number,166,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2006,23,Number,133,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,All hours,Number,5158,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,12 midnight,Number,133,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,1,Number,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,2,Number,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,3,Number,107,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,4,Number,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,5,Number,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,6,Number,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,7,Number,176,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,8,Number,312,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,9,Number,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,10,Number,201,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,11,Number,232,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,12,Number,276,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,13,Number,297,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,14,Number,308,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,15,Number,362,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,16,Number,333,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,17,Number,410,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,18,Number,369,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,19,Number,316,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,20,Number,232,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,21,Number,198,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,22,Number,176,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2007,23,Number,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2008,All hours,Number,6482,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2008,12 midnight,Number,136,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2008,1,Number,134,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2008,2,Number,118,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2008,3,Number,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2008,4,Number,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injury Collisions,2008,5,Number,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
